Date,nom. exch. Rate USD-EUR,Comparison
2015-02-03,92.8201,negativ
2015-02-02,93.2339,negativ
2015-02-01,,empty
2015-01-31,,empty
2015-01-30,93.236,negativ
2015-01-29,92.8956,negativ
2015-01-28,92.4346,negativ
2015-01-27,92.5606,negativ
2015-01-26,92.8903,negativ
2015-01-25,,empty
2015-01-24,,empty
2015-01-23,92.9217,negativ
2015-01-22,91.2025,negativ
2015-01-21,90.891,negativ
2015-01-20,91.0211,negativ
2015-01-19,90.7142,negativ
2015-01-18,,empty
2015-01-17,,empty
2015-01-16,90.7263,negativ
2015-01-15,90.0349,negativ
2015-01-14,90.7486,negativ
2015-01-13,90.8865,negativ
2015-01-12,90.8174,negativ
2015-01-11,,empty
2015-01-10,,empty
2015-01-09,90.7145,negativ
2015-01-08,90.998,negativ
2015-01-07,90.7704,negativ
2015-01-06,90.2933,negativ
2015-01-05,90.4902,negativ
2015-01-04,,empty
2015-01-03,,empty
2015-01-02,89.8021,negativ
2015-01-01,,empty
2014-12-31,89.0484,negativ
2014-12-30,89.1161,negativ
2014-12-29,89.1301,negativ
2014-12-28,,empty
2014-12-27,,empty
2014-12-26,,empty
2014-12-25,,empty
2014-12-24,89.0253,negativ
2014-12-23,89.0864,negativ
2014-12-22,88.8225,negativ
2014-12-21,,empty
2014-12-20,,empty
2014-12-19,88.6101,negativ
2014-12-18,88.5544,negativ
2014-12-17,87.8939,negativ
2014-12-16,87.4643,negativ
2014-12-15,88.1113,negativ
2014-12-14,,empty
2014-12-13,,empty
2014-12-12,87.9203,negativ
2014-12-11,87.8732,negativ
2014-12-10,87.9454,negativ
2014-12-09,88.1469,negativ
2014-12-08,88.6752,negativ
2014-12-07,,empty
2014-12-06,,empty
2014-12-05,88.1638,negativ
2014-12-04,88.2296,negativ
2014-12-03,88.082,negativ
2014-12-02,87.7724,negativ
2014-12-01,87.5182,negativ
2014-11-30,,empty
2014-11-29,,empty
2014-11-28,87.4833,negativ
2014-11-27,87.0769,negativ
2014-11-26,87.1976,negativ
2014-11-25,87.4442,negativ
2014-11-24,87.483,negativ
2014-11-23,,empty
2014-11-22,,empty
2014-11-21,87.3586,negativ
2014-11-20,87.1894,negativ
2014-11-19,87.1649,negativ
2014-11-18,86.9487,negativ
2014-11-17,86.9978,negativ
2014-11-16,,empty
2014-11-15,,empty
2014-11-14,87.3564,negativ
2014-11-13,86.9811,negativ
2014-11-12,86.8743,negativ
2014-11-11,87.1819,negativ
2014-11-10,86.6195,negativ
2014-11-09,,empty
2014-11-08,,empty
2014-11-07,87.3158,negativ
2014-11-06,86.7302,negativ
2014-11-05,86.9516,negativ
2014-11-04,86.5385,negativ
2014-11-03,86.4352,negativ
2014-11-02,,empty
2014-11-01,,empty
2014-10-31,86.1163,negativ
2014-10-30,85.3155,negativ
2014-10-29,84.6661,negativ
2014-10-28,84.6786,negativ
2014-10-27,85.0024,negativ
2014-10-26,,empty
2014-10-25,,empty
2014-10-24,85.0555,negativ
2014-10-23,85.0098,negativ
2014-10-22,84.8344,negativ
2014-10-21,84.6181,negativ
2014-10-20,84.6661,negativ
2014-10-19,,empty
2014-10-18,,empty
2014-10-17,84.471,negativ
2014-10-16,84.8557,negativ
2014-10-15,85.2942,negativ
2014-10-14,85.1672,negativ
2014-10-13,84.9405,negativ
2014-10-12,,empty
2014-10-11,,empty
2014-10-10,85.2003,negativ
2014-10-09,84.4958,negativ
2014-10-08,85.1884,negativ
2014-10-07,85.2169,negativ
2014-10-06,85.5386,negativ
2014-10-05,,empty
2014-10-04,,empty
2014-10-03,85.2491,negativ
2014-10-02,85.0772,negativ
2014-10-01,85.3995,negativ
2014-09-30,85.3338,negativ
2014-09-29,84.9216,negativ
2014-09-28,,empty
2014-09-27,,empty
2014-09-26,84.6099,negativ
2014-09-25,84.6804,negativ
2014-09-24,84.1485,negativ
2014-09-23,83.8218,negativ
2014-09-22,84.0757,negativ
2014-09-21,,empty
2014-09-20,,empty
2014-09-19,83.9551,negativ
2014-09-18,83.9817,negativ
2014-09-17,83.4927,negativ
2014-09-16,83.6401,negativ
2014-09-15,83.8381,negativ
2014-09-14,,empty
2014-09-13,,empty
2014-09-12,83.7091,negativ
2014-09-11,83.6224,negativ
2014-09-10,83.5766,negativ
2014-09-09,83.5409,negativ
2014-09-08,83.1462,negativ
2014-09-07,,empty
2014-09-06,,empty
2014-09-05,83.0111,negativ
2014-09-04,82.7241,negativ
2014-09-03,82.3679,negativ
2014-09-02,82.4387,negativ
2014-09-01,82.1624,negativ
2014-08-31,,empty
2014-08-30,,empty
2014-08-29,81.9885,negativ
2014-08-28,81.981,negativ
2014-08-27,82.0794,negativ
2014-08-26,82.1697,negativ
2014-08-25,82.1341,negativ
2014-08-24,,empty
2014-08-23,,empty
2014-08-22,81.9529,negativ
2014-08-21,82.0109,negativ
2014-08-20,81.8537,negativ
2014-08-19,81.5048,negativ
2014-08-18,81.3318,negativ
2014-08-17,,empty
2014-08-16,,empty
2014-08-15,81.3688,negativ
2014-08-14,81.4113,negativ
2014-08-13,81.5518,negativ
2014-08-12,81.5728,negativ
2014-08-11,81.4693,negativ
2014-08-10,,empty
2014-08-09,,empty
2014-08-08,81.3947,negativ
2014-08-07,81.5261,negativ
2014-08-06,81.6402,negativ
2014-08-05,81.5117,negativ
2014-08-04,81.3763,negativ
2014-08-03,,empty
2014-08-02,,empty
2014-08-01,81.5205,negativ
2014-07-31,81.4822,negativ
2014-07-30,81.2173,negativ
2014-07-29,81.0168,negativ
2014-07-28,80.9423,negativ
2014-07-27,,empty
2014-07-26,,empty
2014-07-25,80.8823,negativ
2014-07-24,80.7096,negativ
2014-07-23,80.6509,negativ
2014-07-22,80.7027,negativ
2014-07-21,80.5638,negativ
2014-07-20,,empty
2014-07-19,,empty
2014-07-18,80.554,negativ
2014-07-17,80.5672,negativ
2014-07-16,80.6081,negativ
2014-07-15,80.2999,negativ
2014-07-14,80.2195,negativ
2014-07-13,,empty
2014-07-12,,empty
2014-07-11,80.1479,negativ
2014-07-10,80.1611,negativ
2014-07-09,80.1936,negativ
2014-07-08,80.2439,negativ
2014-07-07,80.2151,negativ
2014-07-06,,empty
2014-07-05,,empty
2014-07-04,80.2106,negativ
2014-07-03,80.0681,negativ
2014-07-02,79.9449,negativ
2014-07-01,79.9037,negativ
2014-06-30,80.0684,negativ
2014-06-29,,empty
2014-06-28,,empty
2014-06-27,80.1894,negativ
2014-06-26,80.3228,negativ
2014-06-25,80.3966,negativ
2014-06-24,80.3555,negativ
2014-06-23,80.3867,negativ
2014-06-22,,empty
2014-06-21,,empty
2014-06-20,80.558,negativ
2014-06-19,80.463,negativ
2014-06-18,80.7602,negativ
2014-06-17,80.6991,negativ
2014-06-16,80.778,negativ
2014-06-15,,empty
2014-06-14,,empty
2014-06-13,80.7452,negativ
2014-06-12,80.826,negativ
2014-06-11,80.8357,negativ
2014-06-10,80.9203,negativ
2014-06-09,80.7731,negativ
2014-06-08,,empty
2014-06-07,,empty
2014-06-06,80.7118,negativ
2014-06-05,81.0091,negativ
2014-06-04,80.8605,negativ
2014-06-03,80.7669,negativ
2014-06-02,80.7614,negativ
2014-06-01,,empty
2014-05-31,,empty
2014-05-30,80.6594,negativ
2014-05-29,80.6694,negativ
2014-05-28,80.7354,negativ
2014-05-27,80.6144,negativ
2014-05-26,80.6282,negativ
2014-05-25,,empty
2014-05-24,,empty
2014-05-23,80.701,negativ
2014-05-22,80.5741,negativ
2014-05-21,80.4745,negativ
2014-05-20,80.4439,negativ
2014-05-19,80.3224,negativ
2014-05-18,,empty
2014-05-17,,empty
2014-05-16,80.434,negativ
2014-05-15,80.5908,negativ
2014-05-14,80.4625,negativ
2014-05-13,80.512,negativ
2014-05-12,80.2764,negativ
2014-05-11,,empty
2014-05-10,,empty
2014-05-09,80.1472,negativ
2014-05-08,79.7343,negativ
2014-05-07,79.8281,negativ
2014-05-06,79.8433,negativ
2014-05-05,80.2183,negativ
2014-05-04,,empty
2014-05-03,,empty
2014-05-02,80.2772,negativ
2014-05-01,,empty
2014-04-30,80.3728,negativ
2014-04-29,80.4376,negativ
2014-04-28,80.3941,negativ
2014-04-27,,empty
2014-04-26,,empty
2014-04-25,80.4798,negativ
2014-04-24,80.5793,negativ
2014-04-23,80.5214,negativ
2014-04-22,80.5332,negativ
2014-04-21,,empty
2014-04-20,,empty
2014-04-19,,empty
2014-04-18,,empty
2014-04-17,80.3886,negativ
2014-04-16,80.394,negativ
2014-04-15,80.4974,negativ
2014-04-14,80.4035,negativ
2014-04-13,,empty
2014-04-12,,empty
2014-04-11,80.2408,negativ
2014-04-10,80.1391,negativ
2014-04-09,80.4243,negativ
2014-04-08,80.5827,negativ
2014-04-07,81.0179,negativ
2014-04-06,,empty
2014-04-05,,empty
2014-04-04,81.2032,negativ
2014-04-03,81.0213,negativ
2014-04-02,80.8778,negativ
2014-04-01,80.9327,negativ
2014-03-31,80.9436,negativ
2014-03-30,,empty
2014-03-29,,empty
2014-03-28,80.9476,negativ
2014-03-27,81.0458,negativ
2014-03-26,81.1524,negativ
2014-03-25,81.2147,negativ
2014-03-24,81.3223,negativ
2014-03-23,,empty
2014-03-22,,empty
2014-03-21,81.3139,negativ
2014-03-20,81.4772,negativ
2014-03-19,80.7068,negativ
2014-03-18,80.5604,negativ
2014-03-17,80.5859,negativ
2014-03-16,,empty
2014-03-15,,empty
2014-03-14,80.6572,negativ
2014-03-13,80.5672,negativ
2014-03-12,80.8817,negativ
2014-03-11,80.9453,negativ
2014-03-10,80.8687,negativ
2014-03-09,,empty
2014-03-08,,empty
2014-03-07,80.5143,negativ
2014-03-06,80.9897,negativ
2014-03-05,81.0882,negativ
2014-03-04,80.9581,negativ
2014-03-03,80.9186,negativ
2014-03-02,,empty
2014-03-01,,empty
2014-02-28,80.8626,negativ
2014-02-27,81.3467,negativ
2014-02-26,81.1477,negativ
2014-02-25,81.0482,negativ
2014-02-24,81.185,negativ
2014-02-23,,empty
2014-02-22,,empty
2014-02-21,81.3502,negativ
2014-02-20,81.2034,negativ
2014-02-19,80.8386,negativ
2014-02-18,80.9465,negativ
2014-02-17,80.8817,negativ
2014-02-16,,empty
2014-02-15,,empty
2014-02-14,80.8591,negativ
2014-02-13,81.1047,negativ
2014-02-12,81.427,negativ
2014-02-11,81.2761,negativ
2014-02-10,81.443,negativ
2014-02-09,,empty
2014-02-08,,empty
2014-02-07,81.7164,negativ
2014-02-06,81.8355,negativ
2014-02-05,81.683,negativ
2014-02-04,81.8168,negativ
2014-02-03,81.9991,negativ
2014-02-02,,empty
2014-02-01,,empty
2014-01-31,82.0844,negativ
2014-01-30,81.9235,negativ
2014-01-29,81.7266,negativ
2014-01-28,81.6465,negativ
2014-01-27,81.498,negativ
2014-01-26,,empty
2014-01-25,,empty
2014-01-24,81.461,negativ
2014-01-23,81.771,negativ
2014-01-22,81.7067,negativ
2014-01-21,81.9889,negativ
2014-01-20,81.67,negativ
2014-01-19,,empty
2014-01-18,,empty
2014-01-17,81.6874,negativ
2014-01-16,81.6785,negativ
2014-01-15,81.6073,negativ
2014-01-14,81.2287,negativ
2014-01-13,81.2722,negativ
2014-01-12,,empty
2014-01-11,,empty
2014-01-10,81.6136,negativ
2014-01-09,81.5127,negativ
2014-01-08,81.4871,negativ
2014-01-07,81.1646,negativ
2014-01-06,81.2187,negativ
2014-01-05,,empty
2014-01-04,,empty
2014-01-03,80.9657,negativ
2014-01-02,81.0017,negativ
2014-01-01,,empty
2013-12-31,80.579,negativ
2013-12-30,80.813,negativ
2013-12-29,,empty
2013-12-28,,empty
2013-12-27,80.6172,negativ
2013-12-26,,empty
2013-12-25,,empty
2013-12-24,80.8831,negativ
2013-12-23,80.7946,negativ
2013-12-22,,empty
2013-12-21,,empty
2013-12-20,81.1333,negativ
2013-12-19,81.1079,negativ
2013-12-18,80.5686,negativ
2013-12-17,80.555,negativ
2013-12-16,80.4354,negativ
2013-12-15,,empty
2013-12-14,,empty
2013-12-13,80.7496,negativ
2013-12-12,80.3409,negativ
2013-12-11,80.3503,negativ
2013-12-10,80.4162,negativ
2013-12-09,80.6043,negativ
2013-12-08,,empty
2013-12-07,,empty
2013-12-06,80.7193,negativ
2013-12-05,80.9019,negativ
2013-12-04,80.9396,negativ
2013-12-03,80.9482,negativ
2013-12-02,81.0548,negativ
2013-12-01,,empty
2013-11-30,,empty
2013-11-29,80.7515,negativ
2013-11-28,80.8344,negativ
2013-11-27,80.7994,negativ
2013-11-26,80.8393,negativ
2013-11-25,80.996,negativ
2013-11-24,,empty
2013-11-23,,empty
2013-11-22,80.8791,negativ
2013-11-21,80.8815,negativ
2013-11-20,80.5604,negativ
2013-11-19,80.6053,negativ
2013-11-18,80.5523,negativ
2013-11-17,,empty
2013-11-16,,empty
2013-11-15,80.88,negativ
2013-11-14,81.0073,negativ
2013-11-13,81.0325,negativ
2013-11-12,81.0601,negativ
2013-11-11,81.0028,negativ
2013-11-10,,empty
2013-11-09,,empty
2013-11-08,80.6173,negativ
2013-11-07,80.8095,negativ
2013-11-06,80.4126,negativ
2013-11-05,80.4215,negativ
2013-11-04,80.4559,negativ
2013-11-03,,empty
2013-11-02,,empty
2013-11-01,80.481,negativ
2013-10-31,80.0934,negativ
2013-10-30,79.7808,negativ
2013-10-29,79.7532,negativ
2013-10-28,79.6123,negativ
2013-10-27,,empty
2013-10-26,,empty
2013-10-25,79.5833,negativ
2013-10-24,79.4293,negativ
2013-10-23,79.4529,negativ
2013-10-22,79.746,negativ
2013-10-21,79.7338,negativ
2013-10-20,,empty
2013-10-19,,empty
2013-10-18,79.6085,negativ
2013-10-17,79.7292,negativ
2013-10-16,80.2524,negativ
2013-10-15,80.4487,negativ
2013-10-14,80.246,negativ
2013-10-13,,empty
2013-10-12,,empty
2013-10-11,80.3014,negativ
2013-10-10,80.3746,negativ
2013-10-09,80.3552,negativ
2013-10-08,79.97,negativ
2013-10-07,79.985,negativ
2013-10-06,,empty
2013-10-05,,empty
2013-10-04,79.977,negativ
2013-10-03,79.9788,negativ
2013-10-02,80.1979,negativ
2013-10-01,80.03,negativ
2013-09-30,80.1915,negativ
2013-09-29,,empty
2013-09-28,,empty
2013-09-27,80.2611,negativ
2013-09-26,80.4126,negativ
2013-09-25,80.3957,negativ
2013-09-24,80.4521,negativ
2013-09-23,80.3442,negativ
2013-09-22,,empty
2013-09-21,,empty
2013-09-20,80.4177,negativ
2013-09-19,80.0668,negativ
2013-09-18,80.8781,negativ
2013-09-17,80.941,negativ
2013-09-16,80.8737,negativ
2013-09-15,,empty
2013-09-14,,empty
2013-09-13,81.2841,negativ
2013-09-12,81.252,negativ
2013-09-11,81.4341,negativ
2013-09-10,81.5599,negativ
2013-09-09,81.6973,negativ
2013-09-08,,empty
2013-09-07,,empty
2013-09-06,82.1113,negativ
2013-09-05,81.966,negativ
2013-09-04,82.0134,negativ
2013-09-03,82.1456,negativ
2013-09-02,82.0093,negativ
2013-09-01,,empty
2013-08-31,,empty
2013-08-30,81.9469,negativ
2013-08-29,81.8118,negativ
2013-08-28,81.573,negativ
2013-08-27,81.6354,negativ
2013-08-26,81.6412,negativ
2013-08-25,,empty
2013-08-24,,empty
2013-08-23,81.8051,negativ
2013-08-22,81.7406,negativ
2013-08-21,81.2549,negativ
2013-08-20,81.1377,negativ
2013-08-19,81.2545,negativ
2013-08-18,,empty
2013-08-17,,empty
2013-08-16,81.164,negativ
2013-08-15,81.4175,negativ
2013-08-14,81.6367,negativ
2013-08-13,81.4319,negativ
2013-08-12,81.2967,negativ
2013-08-11,,empty
2013-08-10,,empty
2013-08-09,80.9117,negativ
2013-08-08,81.1676,negativ
2013-08-07,81.4949,negativ
2013-08-06,81.6431,negativ
2013-08-05,81.8068,negativ
2013-08-04,,empty
2013-08-03,,empty
2013-08-02,82.2745,negativ
2013-08-01,81.8073,negativ
2013-07-31,81.6297,negativ
2013-07-30,81.4268,negativ
2013-07-29,81.4059,negativ
2013-07-28,,empty
2013-07-27,,empty
2013-07-26,81.5128,negativ
2013-07-25,81.9092,negativ
2013-07-24,81.7104,negativ
2013-07-23,82.0158,negativ
2013-07-22,82.0413,negativ
2013-07-21,,empty
2013-07-20,,empty
2013-07-19,82.3179,negativ
2013-07-18,82.5141,negativ
2013-07-17,82.2672,negativ
2013-07-16,82.3559,negativ
2013-07-15,82.8949,negativ
2013-07-14,,empty
2013-07-13,,empty
2013-07-12,82.6503,negativ
2013-07-11,82.5906,negativ
2013-07-10,83.6998,negativ
2013-07-09,83.7904,negativ
2013-07-08,83.8587,negativ
2013-07-07,,empty
2013-07-06,,empty
2013-07-05,83.4662,negativ
2013-07-04,83.1194,negativ
2013-07-03,83.0798,negativ
2013-07-02,83.0037,negativ
2013-07-01,82.8118,negativ
2013-06-30,,empty
2013-06-29,,empty
2013-06-28,82.57,negativ
2013-06-27,82.5317,negativ
2013-06-26,82.6028,negativ
2013-06-25,82.1666,negativ
2013-06-24,82.6453,negativ
2013-06-23,,empty
2013-06-22,,empty
2013-06-21,81.9809,negativ
2013-06-20,81.8832,negativ
2013-06-19,80.4777,negativ
2013-06-18,80.657,negativ
2013-06-17,80.4796,negativ
2013-06-16,,empty
2013-06-15,,empty
2013-06-14,80.6582,negativ
2013-06-13,80.5664,negativ
2013-06-12,80.9265,negativ
2013-06-11,81.2149,negativ
2013-06-10,81.5035,negativ
2013-06-09,,empty
2013-06-08,,empty
2013-06-07,80.9155,negativ
2013-06-06,81.8718,negativ
2013-06-05,82.1621,negativ
2013-06-04,82.1662,negativ
2013-06-03,82.501,negativ
2013-06-02,,empty
2013-06-01,,empty
2013-05-31,82.5356,negativ
2013-05-30,83.0185,negativ
2013-05-29,82.9293,negativ
2013-05-28,82.9799,negativ
2013-05-27,82.7856,negativ
2013-05-26,,empty
2013-05-25,,empty
2013-05-24,82.8963,negativ
2013-05-23,83.1225,negativ
2013-05-22,83.0182,negativ
2013-05-21,83.0059,negativ
2013-05-20,83.0338,negativ
2013-05-19,,empty
2013-05-18,,empty
2013-05-17,82.9514,negativ
2013-05-16,82.752,negativ
2013-05-15,82.8684,negativ
2013-05-14,82.2201,negativ
2013-05-13,82.1194,negativ
2013-05-12,,empty
2013-05-11,,empty
2013-05-10,82.0222,negativ
2013-05-09,80.9626,negativ
2013-05-08,81.0034,negativ
2013-05-07,81.1777,negativ
2013-05-06,81.2261,negativ
2013-05-05,,empty
2013-05-04,,empty
2013-05-03,81.1057,negativ
2013-05-02,80.8296,negativ
2013-05-01,,empty
2013-04-30,81.1941,negativ
2013-04-29,81.178,negativ
2013-04-28,,empty
2013-04-27,,empty
2013-04-26,81.7404,negativ
2013-04-25,81.6409,negativ
2013-04-24,82.0882,negativ
2013-04-23,82.0844,negativ
2013-04-22,81.9996,negativ
2013-04-21,,empty
2013-04-20,,empty
2013-04-19,81.6438,negativ
2013-04-18,81.7675,negativ
2013-04-17,81.5128,negativ
2013-04-16,81.3429,negativ
2013-04-15,81.467,negativ
2013-04-14,,empty
2013-04-13,,empty
2013-04-12,81.5835,negativ
2013-04-11,81.3523,negativ
2013-04-10,81.5771,negativ
2013-04-09,81.7193,negativ
2013-04-08,81.7972,negativ
2013-04-07,,empty
2013-04-06,,empty
2013-04-05,81.6822,negativ
2013-04-04,81.9865,negativ
2013-04-03,81.6523,negativ
2013-04-02,81.5473,negativ
2013-04-01,,empty
2013-03-31,,empty
2013-03-30,,empty
2013-03-29,,empty
2013-03-28,81.8634,negativ
2013-03-27,81.9475,negativ
2013-03-26,81.6885,negativ
2013-03-25,81.5792,negativ
2013-03-24,,empty
2013-03-23,,empty
2013-03-22,81.6838,negativ
2013-03-21,81.798,negativ
2013-03-20,81.7897,negativ
2013-03-19,81.7623,negativ
2013-03-18,81.7252,negativ
2013-03-17,,empty
2013-03-16,,empty
2013-03-15,81.3716,negativ
2013-03-14,82.0602,negativ
2013-03-13,81.7911,negativ
2013-03-12,81.6044,negativ
2013-03-11,81.8623,negativ
2013-03-10,,empty
2013-03-09,,empty
2013-03-08,81.4635,negativ
2013-03-07,81.523,negativ
2013-03-06,81.2561,negativ
2013-03-05,81.1809,negativ
2013-03-04,81.4108,negativ
2013-03-03,,empty
2013-03-02,,empty
2013-03-01,81.3848,negativ
2013-02-28,80.7309,negativ
2013-02-27,80.7937,negativ
2013-02-26,80.9042,negativ
2013-02-25,80.4878,negativ
2013-02-24,,empty
2013-02-23,,empty
2013-02-22,80.5978,negativ
2013-02-21,80.62,negativ
2013-02-20,80.0409,negativ
2013-02-19,79.9643,negativ
2013-02-18,79.9202,negativ
2013-02-17,,empty
2013-02-16,,empty
2013-02-15,79.823,negativ
2013-02-14,79.8274,negativ
2013-02-13,79.4836,negativ
2013-02-12,79.762,negativ
2013-02-11,79.7653,negativ
2013-02-10,,empty
2013-02-09,,empty
2013-02-08,79.4822,negativ
2013-02-07,79.2051,negativ
2013-02-06,79.3233,negativ
2013-02-05,79.1624,negativ
2013-02-04,79.0702,negativ
2013-02-03,,empty
2013-02-02,,empty
2013-02-01,78.8119,negativ
2013-01-31,78.9101,negativ
2013-01-30,78.9926,negativ
2013-01-29,79.2394,negativ
2013-01-28,79.3673,negativ
2013-01-27,,empty
2013-01-26,,empty
2013-01-25,79.1555,negativ
2013-01-24,79.1627,negativ
2013-01-23,78.8679,negativ
2013-01-22,78.9516,negativ
2013-01-21,79.0274,negativ
2013-01-20,,empty
2013-01-19,,empty
2013-01-18,78.9748,negativ
2013-01-17,78.6587,negativ
2013-01-16,78.7656,negativ
2013-01-15,78.637,negativ
2013-01-14,78.6492,negativ
2013-01-13,,empty
2013-01-12,,empty
2013-01-11,78.6866,negativ
2013-01-10,79.0697,negativ
2013-01-09,79.1978,negativ
2013-01-08,79.0772,negativ
2013-01-07,79.2454,negativ
2013-01-06,,empty
2013-01-05,,empty
2013-01-04,79.4877,negativ
2013-01-03,78.9093,negativ
2013-01-02,78.4238,negativ
2013-01-01,,empty
2012-12-31,78.7527,negativ
2012-12-30,,empty
2012-12-29,,empty
2012-12-28,78.7958,negativ
2012-12-27,78.5121,negativ
2012-12-26,,empty
2012-12-25,,empty
2012-12-24,78.4701,negativ
2012-12-23,,empty
2012-12-22,,empty
2012-12-21,78.3763,negativ
2012-12-20,78.2574,negativ
2012-12-19,78.0917,negativ
2012-12-18,78.313,negativ
2012-12-17,78.4124,negativ
2012-12-16,,empty
2012-12-15,,empty
2012-12-14,78.6022,negativ
2012-12-13,78.5183,negativ
2012-12-12,78.5678,negativ
2012-12-11,78.6855,negativ
2012-12-10,78.8164,negativ
2012-12-09,,empty
2012-12-08,,empty
2012-12-07,79.0388,negativ
2012-12-06,78.5825,negativ
2012-12-05,78.5881,negativ
2012-12-04,78.5193,negativ
2012-12-03,78.6396,negativ
2012-12-02,,empty
2012-12-01,,empty
2012-11-30,78.9235,negativ
2012-11-29,78.7723,negativ
2012-11-28,79.0851,negativ
2012-11-27,78.8535,negativ
2012-11-26,78.9054,negativ
2012-11-25,,empty
2012-11-24,,empty
2012-11-23,79.1495,negativ
2012-11-22,79.2113,negativ
2012-11-21,79.4467,negativ
2012-11-20,79.2911,negativ
2012-11-19,79.4427,negativ
2012-11-18,,empty
2012-11-17,,empty
2012-11-16,79.5558,negativ
2012-11-15,79.566,negativ
2012-11-14,79.4211,negativ
2012-11-13,79.4205,negativ
2012-11-12,79.2601,negativ
2012-11-11,,empty
2012-11-10,,empty
2012-11-09,79.3845,negativ
2012-11-08,79.2343,negativ
2012-11-07,79.1893,negativ
2012-11-06,79.0843,negativ
2012-11-05,79.2348,negativ
2012-11-04,,empty
2012-11-03,,empty
2012-11-02,79.024,negativ
2012-11-01,78.6561,negativ
2012-10-31,78.6293,negativ
2012-10-30,78.6554,negativ
2012-10-29,78.8957,negativ
2012-10-28,,empty
2012-10-27,,empty
2012-10-26,78.8385,negativ
2012-10-25,78.5508,negativ
2012-10-24,78.6976,negativ
2012-10-23,78.6737,negativ
2012-10-22,78.4443,negativ
2012-10-21,,empty
2012-10-20,,empty
2012-10-19,78.3226,negativ
2012-10-18,77.9138,negativ
2012-10-17,77.9302,negativ
2012-10-16,78.2197,negativ
2012-10-15,78.2792,negativ
2012-10-14,,empty
2012-10-13,,empty
2012-10-12,78.2343,negativ
2012-10-11,78.4142,negativ
2012-10-10,78.4695,negativ
2012-10-09,78.2483,negativ
2012-10-08,78.3221,negativ
2012-10-07,,empty
2012-10-06,,empty
2012-10-05,78.1671,negativ
2012-10-04,78.4936,negativ
2012-10-03,78.5566,negativ
2012-10-02,78.3227,negativ
2012-10-01,78.4715,negativ
2012-09-30,,empty
2012-09-29,,empty
2012-09-28,78.1826,negativ
2012-09-27,78.3784,negativ
2012-09-26,78.5355,negativ
2012-09-25,78.2035,negativ
2012-09-24,78.3207,negativ
2012-09-23,,empty
2012-09-22,,empty
2012-09-21,78.0096,negativ
2012-09-20,78.2172,negativ
2012-09-19,78.082,negativ
2012-09-18,77.9605,negativ
2012-09-17,77.8199,negativ
2012-09-16,,empty
2012-09-15,,empty
2012-09-14,77.5705,negativ
2012-09-13,78.285,negativ
2012-09-12,78.3101,negativ
2012-09-11,78.5968,negativ
2012-09-10,78.8083,negativ
2012-09-09,,empty
2012-09-08,,empty
2012-09-07,79.1809,negativ
2012-09-06,79.4421,negativ
2012-09-05,79.5974,negativ
2012-09-04,79.5176,negativ
2012-09-03,79.5657,negativ
2012-09-02,,empty
2012-09-01,,empty
2012-08-31,79.5297,negativ
2012-08-30,79.7575,negativ
2012-08-29,79.711,negativ
2012-08-28,79.6855,negativ
2012-08-27,79.7894,negativ
2012-08-26,,empty
2012-08-25,,empty
2012-08-24,79.8508,negativ
2012-08-23,79.6743,negativ
2012-08-22,80.1391,negativ
2012-08-21,80.0795,negativ
2012-08-20,80.5515,negativ
2012-08-19,,empty
2012-08-18,,empty
2012-08-17,80.4203,negativ
2012-08-16,80.5466,negativ
2012-08-15,80.5553,negativ
2012-08-14,80.2631,negativ
2012-08-13,80.2394,negativ
2012-08-12,,empty
2012-08-11,,empty
2012-08-10,80.5646,negativ
2012-08-09,80.4382,negativ
2012-08-08,80.4148,negativ
2012-08-07,80.1224,negativ
2012-08-06,80.3583,negativ
2012-08-05,,empty
2012-08-04,,empty
2012-08-03,80.7931,negativ
2012-08-02,80.4698,negativ
2012-08-01,80.5643,negativ
2012-07-31,80.5955,negativ
2012-07-30,80.7635,negativ
2012-07-29,,empty
2012-07-28,,empty
2012-07-27,80.654,negativ
2012-07-26,80.8681,negativ
2012-07-25,81.5442,negativ
2012-07-24,81.6365,negativ
2012-07-23,81.5891,negativ
2012-07-22,,empty
2012-07-21,,empty
2012-07-20,81.128,negativ
2012-07-19,80.8128,negativ
2012-07-18,81.2201,negativ
2012-07-17,81.1491,negativ
2012-07-16,81.5303,negativ
2012-07-15,,empty
2012-07-14,,empty
2012-07-13,81.601,negativ
2012-07-12,81.7865,negativ
2012-07-11,81.3112,negativ
2012-07-10,81.3097,negativ
2012-07-09,81.3877,negativ
2012-07-08,,empty
2012-07-07,,empty
2012-07-06,81.0455,negativ
2012-07-05,80.8032,negativ
2012-07-04,80.4632,negativ
2012-07-03,80.4516,negativ
2012-07-02,80.4765,negativ
2012-07-01,,empty
2012-06-30,,empty
2012-06-29,80.577,negativ
2012-06-28,81.2371,negativ
2012-06-27,81.0518,negativ
2012-06-26,81.0636,negativ
2012-06-25,81.1649,negativ
2012-06-24,,empty
2012-06-23,,empty
2012-06-22,81.0237,negativ
2012-06-21,80.3957,negativ
2012-06-20,80.0573,negativ
2012-06-19,80.4132,negativ
2012-06-18,80.5632,negativ
2012-06-17,,empty
2012-06-16,,empty
2012-06-15,80.6542,negativ
2012-06-14,80.9299,negativ
2012-06-13,80.9897,negativ
2012-06-12,81.1836,negativ
2012-06-11,80.9442,negativ
